,Case Number,Type,Country,Gender,Fatality
531,2012.08.09,Unprovoked,USA,M,N
532,2012.08.05,Unprovoked,REUNION,M,N
533,2012.08.04,Unprovoked,FRENCH POLYNESIA,M,N
534,2012.07.31.b,Unprovoked,USA,M,N
535,2012.07.31.a,Unprovoked,AUSTRALIA,M,N
536,2012.07.30.b,Unprovoked,USA,M,N
537,2012.07.30.a,Unprovoked,USA,M,N
538,2012.07.24,Invalid,USA,M,N
539,2012.07.23,Unprovoked,REUNION,M,Y
540,2012.07.21,Invalid,TRINIDAD AND TOBAGO,M,Y
541,2012.07.19,Invalid,CANADA,F,N
542,2012.07.14,Unprovoked,AUSTRALIA,M,Y
543,2012.07.08,Unprovoked,USA,F,N
544,2012.07.07.c,Unprovoked,BAHAMAS,M,N
545,2012.07.07.b,Invalid,AUSTRALIA,F,Y
546,2012.07.07.a,Unprovoked,USA,M,N
547,2012.07.06,Unprovoked,SOUTH AFRICA,M,N
548,2012.06.28.R,Invalid,CROATIA,Unknown,N
549,2012.06.26.c,Unprovoked,USA,M,N
550,2012.06.26.b,Unprovoked,USA,M,N
551,2012.06.26.a,Unprovoked,USA,F,N
552,2012.06.22.b,Unprovoked,AUSTRALIA,M,N
553,2012.06.22.a,Unprovoked,USA,M,N
554,2012.06.20,Unprovoked,AUSTRALIA,M,N
555,2012.06.19,Invalid,USA,M,N
556,2012.06.18,Unprovoked,USA,F,N
557,2012.06.15,Provoked,USA,M,N
558,2012.06.14.d,Unprovoked,USA,F,N
559,2012.06.14.c,Unprovoked,USA,M,N
560,2012.06.14.b,Unprovoked,USA,M,N
561,2012.06.14.a,Unprovoked,USA,M,N
562,2012.06.12,Unprovoked,AUSTRALIA,M,N
563,2012.06.10,Provoked,ITALY,M,N
564,2012.06.03,Unprovoked,AUSTRALIA,M,N
565,2012.06.02.b,Unprovoked,USA,F,N
566,2012.06.02.a,Unprovoked,USA,M,N
567,2012.05.31,Unprovoked,USA,F,N
568,2012.05.29,Unprovoked,MEXICO,M,N
569,2012.05.23,Unprovoked,USA,M,N
570,2012.05.20,Unprovoked,USA,M,N
571,2012.05.16,Unprovoked,FIJI,M,N
572,2012.05.12,Unprovoked,USA,M,N
573,2012.05.09,Unprovoked,USA,F,N
574,2012.05.06,Unprovoked,USA,F,N
575,2012.04.19.b,Unprovoked,USA,M,N
576,2012.04.19.a,Unprovoked,SOUTH AFRICA,M,Y
577,2012.04.11,Unprovoked,AUSTRALIA,M,N
578,2012.04.03,Unprovoked,USA,M,N
579,2012.04.00,Unprovoked,USA,M,N
580,2012.03.31,Unprovoked,AUSTRALIA,M,Y
581,2012.03.24,Unprovoked,USA,M,N
582,2012.03.22,Boat,AUSTRALIA,Unknown,N
583,2012.03.20,Unprovoked,AUSTRALIA,M,N
584,2012.03.15,Unprovoked,USA,M,N
585,2012.03.14.b,Unprovoked,USA,F,N
586,2012.03.14.a,Unprovoked,USA,M,N
587,2012.03.06.b,Unprovoked,NEW ZEALAND,M,N
588,2012.03.06.a,Provoked,AUSTRALIA,F,N
589,2012.03.05,Unprovoked,REUNION,M,N
590,2012.03.04,Unprovoked,USA,M,N
591,2012.03.03,Invalid,SAUDI ARABIA,M,N
592,2012.03.01,Provoked,CHILE,M,N
593,2012.02.26,Provoked,USA,M,N
594,2012.02.25,Unprovoked,AUSTRALIA,M,N
595,2012.02.20,Boat,SOUTH AFRICA,Unknown,N
596,2012.02.06,Unprovoked,AUSTRALIA,M,N
597,2012.01.22.R,Unprovoked,BAHAMAS,M,N
598,2012.01.27,Unprovoked,USA,Unknown,N
599,2012.01.19,Unprovoked,AUSTRALIA,M,N
600,2012.01.18.b,Provoked,TAIWAN,M,N
601,2012.01.18.a,Unprovoked,AUSTRALIA,M,N
602,2012.01.15,Unprovoked,SOUTH AFRICA,M,Y
603,2012.01.13,Unprovoked,USA,M,N
604,2012.01.03,Unprovoked,AUSTRALIA,M,N
605,2012.01.02,Unprovoked,AUSTRALIA,M,N
606,2011.12.31,Unprovoked,USA,M,N
607,2011.12.26.R,Invalid,ANTIGUA,M,N
608,2011.12.25,Unprovoked,ECUADOR,M,N
609,2011.12.23,Unprovoked,USA,M,N
610,2011.12.21.b,Provoked,USA,M,N
611,2011.12.21.a,Unprovoked,SOUTH AFRICA,M,N
612,2011.12.11,Unprovoked,AUSTRALIA,M,N
613,2011.12.07.b,Invalid,SOUTH AFRICA,M,N
614,2011.12.07.a,Unprovoked,AUSTRALIA,M,N
615,2011.12.06,Unprovoked,USA,F,N
616,2011.12.05,Invalid,AUSTRALIA,Unknown,Y
617,2011.12.02,Unprovoked,AUSTRALIA,M,N
618,2011.11.29,Unprovoked,INDONESIA,M,N
619,2011.11.28,Unprovoked,AUSTRALIA,M,N
620,2011.11.22,Unprovoked,USA,M,N
621,2011.11.20.R,Unprovoked,PAPUA NEW GUINEA,M,N
622,2011.11.12,Unprovoked,BRAZIL,M,N
623,2011.11.11,Unprovoked,REUNION,M,N
624,2011.10.29.,Unprovoked,USA,M,N
625,2011.10.28.R,Unprovoked,SCOTLAND,M,N
626,2011.10.28.,Provoked,SOUTH AFRICA,Unknown,N
627,2011.10.22,Unprovoked,AUSTRALIA,M,Y
628,2011.10.20,Unprovoked,USA,M,N
629,2011.10.19,Unprovoked,AUSTRALIA,M,N
630,2011.10.11,Unprovoked,USA,M,N
631,2011.10.10,Unprovoked,USA,M,N
632,2011.10.09,Unprovoked,AUSTRALIA,M,Y
633,2011.10.05,Boat,REUNION,M,N
634,2011.10.02,Unprovoked,USA,M,N
635,2011.10.01,Unprovoked,USA,M,N
636,2011.09.30,Invalid,USA,M,N
637,2011.09.28.b,Provoked,DOMINICAN REPUBLIC,M,N
638,2011.09.28.a,Unprovoked,SOUTH AFRICA,M,N
639,2011.09.24.b,Unprovoked,USA,M,N
640,2011.09.24.a,Unprovoked,USA,M,N
641,2011.09.20,Boat,USA,M,N
642,2011.09.19,Unprovoked,REUNION,M,Y
643,2011.09.17,Unprovoked,KENYA,M,Y
644,2011.09.16,Unprovoked,USA,M,N
645,2011.09.11.b,Unprovoked,USA,M,N
646,2011.09.11.a,Unprovoked,PAPUA NEW GUINEA,M,N
647,2011.09.04.b,Unprovoked,USA,Unknown,N
648,2011.09.04.a,Unprovoked,AUSTRALIA,M,Y
649,2011.09.02,Unprovoked,USA,M,N
650,2011.08.31,Unprovoked,USA,M,N
651,2011.08.28.b,Invalid,AUSTRALIA,M,Y
652,2011.08.28.a,Unprovoked,USA,F,N
653,2011.08.26,Unprovoked,RUSSIA,M,N
654,2011.08.24.b,Unprovoked,USA,M,N
655,2011.08.24.a,Unprovoked,USA,M,N
656,2011.08.23,Unprovoked,SOUTH AFRICA,M,Y
657,2011.08.18,Unprovoked,RUSSIA,M,N
658,2011.08.17.c.,Unprovoked,USA,F,N
659,2011.08.17.b.,Invalid,USA,M,N
660,2011.08.17.a,Unprovoked,RUSSIA,M,N
661,2011.08.16.c,Unprovoked,FRENCH POLYNESIA,M,N
662,2011.08.16.b,Unprovoked,USA,M,N
663,2011.08.16.a,Unprovoked,SEYCHELLES,M,Y
664,2011.08.15,Invalid,USA,M,N
665,2011.08.11,Unprovoked,USA,M,N
666,2011.08.01,Unprovoked,SEYCHELLES,M,Y
667,2011.07.31,Invalid,BRAZIL,M,Y
668,2011.07.30,Sea Disaster,PHILIPPINES,M,N
669,2011.07.25,Unprovoked,USA,M,N
670,2011.07.22,Unprovoked,SOUTH AFRICA,M,N
671,2011.07.19,Unprovoked,USA,F,N
672,2011.07.15,Unprovoked,REUNION,M,N
673,2011.07.13.b,Unprovoked,USA,M,N
674,2011.07.13.a,Unprovoked,BAHAMAS,M,N
675,2011.07.07.b,Unprovoked,USA,M,N
676,2011.07.07.a,Unprovoked,USA,M,N
677,2011.07.06,Unprovoked,REUNION,M,N
678,2011.07.05,Unprovoked,COLUMBIA,M,N
679,2011.06.30,Unprovoked,TURKS AND CAICOS,M,N
680,2011.06.29,Unprovoked,BRAZIL,M,N
681,2011.06.28,Unprovoked,SOUTH AFRICA,M,N
682,2011.06.26,Unprovoked,USA,F,N
683,2011.06.24,Unprovoked,USA,M,N
684,2011.06.21,Unprovoked,USA,M,N
685,2011.06.19.b,Unprovoked,TURKS AND CAICOS,M,N
686,2011.06.19.a,Unprovoked,COSTA RICA,M,Y
687,2011.06.15,Unprovoked,REUNION,M,Y
688,2011.06.14.R,Boat,UNITED KINGDOM,Unknown,N
689,2011.06.12,Unprovoked,USA,M,N
690,2011.06.06.R,Unprovoked,COLUMBIA,M,N
691,2011.06.06.b,Unprovoked,USA,M,N
692,2011.06.06.a,Unprovoked,USA,M,N
693,2011.06.01,Unprovoked,MALAYSIA,F,N
694,2011.05.30,Unprovoked,USA,F,N
695,2011.05.29,Unprovoked,SOUTH AFRICA,M,N
696,2011.05.25,Unprovoked,USA,F,N
697,2011.05.22,Unprovoked,USA,F,N
698,2011.05.21.a,Unprovoked,NEW CALEDONIA,M,Y
699,2011.05.21.b,Unprovoked,SOUTH AFRICA,M,Y
700,2011.05.13.b,Unprovoked,USA,M,N
701,2011.05.13.a,Unprovoked,USA,M,N
702,2011.05.10,Provoked,USA,M,N
703,2011.05.07.R,Invalid,UNITED ARAB EMIRATES (UAE),M,N
704,2011.05.04,Unprovoked,SOUTH AFRICA,M,N
705,2011.04.26,Unprovoked,USA,M,N
706,2011.04.23,Unprovoked,AUSTRALIA,M,N
707,2011.04.22,Unprovoked,USA,M,N
708,2011.04.16,Unprovoked,NEW ZEALAND,M,N
709,2011.04.12,Unprovoked,INDONESIA,M,N
710,2011.04.08,Unprovoked,FIJI,M,N
711,2011.03.29.R,Provoked,USA,M,N
712,2011.03.24,Unprovoked,MEXICO,F,N
713,2011.03.23,Unprovoked,AUSTRALIA,M,N
714,2011.03.21.b,Unprovoked,MEXICO,M,N
715,2011.03.21.a,Unprovoked,FIJI,M,N
716,2011.03.16,Unprovoked,AUSTRALIA,F,N
717,2011.03.10.R,Invalid,EGYPT,F,N
718,2011.03.10,Unprovoked,AUSTRALIA,M,N
719,2011.02.28.R,Provoked,AUSTRALIA,M,N
720,2011.02.23,Unprovoked,NEW CALEDONIA,M,N
721,2011.02.19,Unprovoked,REUNION,M,N
722,2011.02.17,Unprovoked,AUSTRALIA,M,Y
723,2011.02.13,Provoked,AUSTRALIA,M,N
724,2011.02.12,Unprovoked,AUSTRALIA,M,N
725,2011.02.04.R,Provoked,MEXICO,M,N
726,2011.02.02,Unprovoked,SOUTH AFRICA,M,N
727,2011.01.31,Unprovoked,MEXICO,F,N
728,2011.01.28,Provoked,MEXICO,M,N
729,2011.01.26,Unprovoked,BAHAMAS,M,N
730,2011.01.20,Invalid,AUSTRALIA,F,N
731,2011.01.15,Unprovoked,SOUTH AFRICA,M,Y
732,2011.01.12.R,Unprovoked,MEXICO,M,N
733,2011.01.03,Boat,AUSTRALIA,Unknown,N
734,2010.12.26,Unprovoked,USA,M,N
735,2010.12.17,Unprovoked,FIJI,M,N
736,2010.12.11,Unprovoked,USA,M,N
737,2010.12.05,Unprovoked,EGYPT,F,Y
738,2010.12.03.R,Unprovoked,INDONESIA,M,N
739,2010.12.01.b,Unprovoked,EGYPT,M,N
740,2010.12.01.a,Unprovoked,EGYPT,M,N
741,2010.11.30.b,Unprovoked,EGYPT,F,N
742,2010.11.30.a,Unprovoked,EGYPT,F,N
743,2010.11.27.R,Unprovoked,SAMOA,M,N
744,2010.11.27,Invalid,AUSTRALIA,M,Y
745,2010.11.19,Provoked,USA,M,N
746,2010.11.15,Unprovoked,DOMINICAN REPUBLIC,M,Y
747,2010.11.14,Unprovoked,INDONESIA,M,N
748,2010.11.12.R,Boat,AUSTRALIA,M,N
749,2010.10.30,Unprovoked,AUSTRALIA,F,N
750,2010.10.28.R,Unprovoked,AUSTRALIA,M,N
751,2010.10.28,Unprovoked,USA,M,N
752,2010.10.25,Provoked,AZORES,M,N
753,2010.10.23.b,Unprovoked,USA,M,N
754,2010.10.23.a,Unprovoked,AUSTRALIA,M,N
755,2010.10.22,Unprovoked,USA,M,Y
756,2010.10.20,Unprovoked,EGYPT,F,N
757,2010.10.09,Unprovoked,AUSTRALIA,M,N
758,2010.10.02.b,Unprovoked,BAHAMAS,M,N
759,2010.10.02.a,Unprovoked,BAHAMAS,F,N
760,2010.10.01,Unprovoked,SOUTH AFRICA,M,N
761,2010.09.27,Unprovoked,USA,M,N
762,2010.09.24,Unprovoked,USA,M,N
763,2010.09.21,Unprovoked,SOUTH AFRICA,M,Y
764,2010.09.13,Unprovoked,AUSTRALIA,M,N
765,2010.09.07,Unprovoked,USA,M,N
766,2010.09.06.R,Unprovoked,TONGA,M,N
767,2010.09.04,Unprovoked,USA,M,N
768,2010.09.03.b,Unprovoked,USA,M,N
769,2010.09.03.a,Unprovoked,USA,M,N
770,2010.09.02,Unprovoked,SOLOMON ISLANDS,M,N
771,2010.08.29,Invalid,BAHAMAS,M,Y
772,2010.08.18,Unprovoked,USA,M,N
773,2010.08.17,Unprovoked,AUSTRALIA,M,Y
774,2010.08.14,Unprovoked,USA,M,N
775,2010.08.10.b,Provoked,AUSTRALIA,F,N
776,2010.08.10,Unprovoked,SOUTH KOREA,F,N
777,2010.08.08,Unprovoked,AUSTRALIA,M,N
778,2010.08.07.b,Unprovoked,USA,M,N
779,2010.08.07.a,Unprovoked,MALTA,M,N
780,2010.08.05,Invalid,USA,F,N
781,2010.08.02.b,Unprovoked,USA,M,N
782,2010.08.02.a,Unprovoked,USA,F,N
783,2010.07.25,Unprovoked,USA,M,N
784,2010.07.23,Unprovoked,USA,M,N
785,2010.07.19,Unprovoked,USA,M,N
786,2010.07.17.b,Unprovoked,USA,F,N
787,2010.07.17.a,Unprovoked,USA,M,N
788,2010.07.16.b,Provoked,SPAIN,M,N
789,2010.07.16.a,Unprovoked,USA,M,N
790,2010.07.11,Provoked,USA,M,N
791,2010.07.04,Unprovoked,SOUTH AFRICA,F,N
792,2010.07.03,Provoked,USA,M,N
793,2010.07.02.b,Unprovoked,USA,M,N
794,2010.07.02.a,Unprovoked,USA,M,N
795,2010.06.27,Unprovoked,USA,M,N
796,2010.06.25.b,Unprovoked,USA,F,N
797,2010.06.25.a,Unprovoked,USA,F,N
798,2010.06.15,Unprovoked,VIETNAM,M,N
799,2010.06.10,Unprovoked,USA,F,N
800,2010.06.06,Unprovoked,AUSTRALIA,M,N
801,2010.06.00,Unprovoked,USA,M,N
802,2010.05.30,Provoked,USA,M,N
803,2010.05.18.c,Unprovoked,VIETNAM,F,N
804,2010.05.18.b,Unprovoked,VIETNAM,F,N
805,2010.05.18.a,Unprovoked,AUSTRALIA,M,N
806,2010.05.03,Unprovoked,MADAGASCAR,M,N
807,2010.05.01,Unprovoked,USA,F,N
808,2010.04.28,Provoked,USA,M,N
809,2010.04.19,Unprovoked,USA,M,N
810,2010.04.13,Unprovoked,SOUTH AFRICA,M,N
811,2010.04.04,Unprovoked,EGYPT,M,N
812,2010.03.27,Unprovoked,REUNION,M,N
813,2010.02.19,Unprovoked,NEW ZEALAND,M,N
814,2010.02.16,Unprovoked,SOUTH AFRICA,M,N
815,2010.02.15,Unprovoked,FIJI,M,Y
816,2010.02.13,Unprovoked,AUSTRALIA,F,N
817,2010.02.11,Unprovoked,AUSTRALIA,M,N
818,2010.02.06.R,Provoked,NEW ZEALAND,M,N
819,2010.02.06.b,Unprovoked,AUSTRALIA,M,N
820,2010.02.06.a,Provoked,USA,M,N
821,2010.02.04,Invalid,GUAM,M,Y
822,2010.02.03,Unprovoked,USA,M,Y
823,2010.02.01,Provoked,NEW ZEALAND,F,N
824,2010.01.30,Unprovoked,BRAZIL,M,N
825,2010.01.27,Unprovoked,AUSTRALIA,M,N
826,2010.01.22.b,Unprovoked,UNITED ARAB EMIRATES (UAE),M,N
827,2010.01.22.a,Unprovoked,AUSTRALIA,M,N
828,2010.01.12,Unprovoked,SOUTH AFRICA,M,Y
829,2010.01.09.d,Unprovoked,AUSTRALIA,F,N
830,2010.01.09.c,Unprovoked,VIETNAM,F,N
831,2010.01.09.b,Unprovoked,VIETNAM,M,N
832,2010.01.09.a,Unprovoked,VIETNAM,M,N
833,2010.01.06,Unprovoked,USA,M,N
834,2010.01.05,Unprovoked,SOUTH AFRICA,M,N
835,2009.12.29,Unprovoked,SOUTH AFRICA,M,N
836,2009.12.26,Provoked,AUSTRALIA,M,N
837,2009.12.22,Unprovoked,MOZAMBIQUE,M,N
838,2009.12.20.b,Boat,AUSTRALIA,M,N
839,2009.12.20.a,Unprovoked,AUSTRALIA,M,N
840,2009.12.18,Unprovoked,SOUTH AFRICA,M,Y
841,2009.12.18,Invalid,SOUTH AFRICA,M,N
842,2009.12.16,Unprovoked,NEW ZEALAND,M,Y
843,2009.12.13,Unprovoked,AUSTRALIA,M,N
844,2009.12.12,Boat,AUSTRALIA,Unknown,N
845,2009.12.06,Provoked,USA,M,N
846,2009.11.25,Invalid,USA,M,N
847,2009.11.24,Unprovoked,USA,M,N
848,2009.11.16.b,Unprovoked,USA,M,N
849,2009.11.16.a,Unprovoked,USA,M,N
850,2009.11.13,Unprovoked,USA,F,N
851,2009.11.11,Unprovoked,USA,M,N
852,2009.11.08,Unprovoked,AUSTRALIA,M,N
853,2009.11.05,Unprovoked,USA,M,N
854,2009.10.30,Unprovoked,AUSTRALIA,M,N
855,2009.10.29.R,Unprovoked,MOZAMBIQUE,M,N
856,2009.10.28,Unprovoked,AUSTRALIA,F,N
857,2009.10.24,Unprovoked,USA,M,N
858,2009.10.19,Unprovoked,USA,M,N
859,2009.10.18,Unprovoked,PANAMA,F,N
860,2009.10.17,Provoked,SCOTLAND,M,N
861,2009.10.14.R,Unprovoked,AUSTRALIA,M,N
862,2009.10.09,Unprovoked,USA,M,N
863,2009.10.02,Provoked,UNITED KINGDOM,M,N
864,2009.09.26,Unprovoked,USA,M,N
865,2009.09.18,Unprovoked,VIETNAM,M,N
866,2009.09.15,Provoked,SOMALIA,M,N
867,2009.09.13,Provoked,BRAZIL,M,Y
868,2009.09.12,Invalid,USA,M,Y
869,2009.09.07,Unprovoked,BRAZIL,M,Y
870,2009.09.02,Invalid,NEVIS,M,Y
871,2009.09.01,Provoked,SOLOMON ISLANDS,M,N
872,2009.08.30,Unprovoked,USA,M,N
873,2009.08.29,Unprovoked,SOUTH AFRICA,M,Y
874,2009.08.25,Unprovoked,USA,F,N
875,2009.08.11,Unprovoked,SOUTH AFRICA,M,N
876,2009.08.10,Unprovoked,USA,M,N
877,2009.08.06,Unprovoked,USA,M,N
878,2009.08.01,Unprovoked,USA,M,N
879,2009.07.31,Unprovoked,BAHAMAS,M,N
880,2009.07.30,Unprovoked,AUSTRALIA,M,N
881,2009.07.29,Unprovoked,VIETNAM,F,N
882,2009.07.24.R,Unprovoked,KENYA,M,Y
883,2009.07.24.b,Unprovoked,USA,F,N
884,2009.07.24.a,Invalid,SPAIN,F,N
885,2009.07.22.b,Unprovoked,USA,F,N
886,2009.07.22.a,Unprovoked,USA,F,N
887,2009.07.18,Unprovoked,VIETNAM,M,N
888,2009.07.11.b,Provoked,BAHAMAS,M,N
889,2009.07.11.a,Unprovoked,USA,M,N
890,2009.07.07,Unprovoked,SOUTH AFRICA,M,N
891,2009.07.05,Unprovoked,USA,F,N
892,2009.07.04,Provoked,USA,F,N
893,2009.06.27,Unprovoked,AUSTRALIA,M,N
894,2009.06.21,Invalid,USA,M,N
895,2009.06.16,Invalid,USA,M,N
896,2009.06.14.R,Provoked,VIETNAM,M,N
897,2009.06.02.b,Unprovoked,EGYPT,M,N
898,2009.06.02.a,Unprovoked,EGYPT,M,N
899,2009.06.01,Unprovoked,EGYPT,F,Y
900,2009.05.31,Provoked,TAIWAN,M,N
901,2009.05.25,Provoked,USA,M,N
902,2009.05.17,Unprovoked,USA,M,N
903,2009.05.16.b,Unprovoked,USA,M,N
904,2009.05.16.a,Unprovoked,USA,M,N
905,2009.05.12,Provoked,GUAM,M,N
906,2009.05.06,Provoked,BAHAMAS,M,N
907,2009.04.28,Unprovoked,USA,F,N
908,2009.04.25.R,Unprovoked,USA,M,N
909,2009.04.21,Unprovoked,USA,M,N
910,2009.04.20,Unprovoked,PHILIPPINES,M,N
911,2009.04.19,Unprovoked,USA,M,N
912,2009.04.12,Unprovoked,AUSTRALIA,M,N
913,2009.04.17.,Unprovoked,USA,M,N
914,2009.04.11,Invalid,USA,M,N
915,2009.04.06.b,Invalid,SOUTH AFRICA,M,Y
916,2009.04.06.a,Unprovoked,USA,M,N
917,2009.04.03,Unprovoked,USA,M,N
918,2009.03.27,Provoked,SOUTH AFRICA,M,N
919,2009.03.21,Unprovoked,SOUTH AFRICA,M,Y
920,2009.03.20,Unprovoked,AUSTRALIA,M,N
921,2009.03.19.b,Unprovoked,AUSTRALIA,M,N
922,2009.03.19.a,Unprovoked,AUSTRALIA,F,N
923,2009.03.18.a,Unprovoked,USA,F,N
924,2009.03.17.R,Unprovoked,MALAYSIA,F,N
925,2009.03.17,Unprovoked,USA,M,N
926,2009.03.16.R,Provoked,AUSTRALIA,M,N
927,2009.03.06,Unprovoked,NEW CALEDONIA,M,Y
928,2009.03.02,Provoked,SOUTH AFRICA,M,N
929,2009.03.01.b,Boat,NEW ZEALAND,M,N
930,2009.03.01.a,Unprovoked,AUSTRALIA,M,N
931,2009.02.22,Unprovoked,AUSTRALIA,M,N
932,2009.02.18,Unprovoked,AUSTRALIA,M,N
933,2009.02.12,Unprovoked,AUSTRALIA,M,N
934,2009.02.11,Unprovoked,AUSTRALIA,M,N
935,2009.02.08,Sea Disaster,USA,M,Y
936,2009.02.07.b,Unprovoked,AUSTRALIA,M,N
937,2009.02.07.a,Unprovoked,AUSTRALIA,M,N
938,2009.01.27.R,Provoked,AZORES,M,N
939,2009.01.26.R,Invalid,BRAZIL,M,Y
940,2009.01.25,Unprovoked,CUBA,M,N
941,2009.01.24.c,Boat,NEW ZEALAND,Unknown,N
942,2009.01.24.b,Unprovoked,AUSTRALIA,M,N
943,2009.01.24.a,Unprovoked,SOUTH AFRICA,M,Y
944,2009.01.23,Invalid,BRAZIL,M,Y
945,2009.01.18,Boat,AUSTRALIA,M,N
946,2009.01.16,Unprovoked,NEW ZEALAND,M,N
947,2009.01.13.R,Unprovoked,SOUTH AFRICA,Unknown,Y
948,2009.01.12,Unprovoked,AUSTRALIA,M,N
949,2009.01.11.b,Unprovoked,AUSTRALIA,F,N
950,2009.01.11.a,Unprovoked,AUSTRALIA,M,N
951,2009.01.10.R,Boat,NEW ZEALAND,Unknown,N
952,2009.01.10.a,Unprovoked,ECUADOR,M,N
953,2009.01.06,Unprovoked,NEW ZEALAND,M,N
954,2009.01.00,Unprovoked,CUBA,Unknown,N
955,2008.12.30,Invalid,AUSTRALIA,Unknown,N
956,2008.12.27.d,Boat,AUSTRALIA,Unknown,N
957,2008.12.27.c,Unprovoked,AUSTRALIA,M,N
958,2008.12.27.b,Unprovoked,AUSTRALIA,M,N
959,2008.12.27.a,Unprovoked,AUSTRALIA,M,Y
960,2008.12.20,Unprovoked,USA,M,N
961,2008.12.14,Unprovoked,NEW ZEALAND,M,N
962,2008.12.10,Provoked,SOUTH AFRICA,M,N
963,2008.12.06,Boat,AUSTRALIA,Unknown,N
964,2008.12.00,Unprovoked,MOZAMBIQUE,M,Y
965,2008.11.28,Unprovoked,EGYPT,F,N
966,2008.11.25,Sea Disaster,PHILIPPINES,M,N
967,2008.11.24,Unprovoked,ECUADOR,F,N
968,2008.11.09.b,Boat,AUSTRALIA,M,N
969,2008.11.09.a,Sea Disaster,TAIWAN,M,Y
970,2008.11.06,Unprovoked,PHILIPPINES,M,Y
971,2008.10.22,Provoked,AUSTRALIA,M,N
972,2008.10.21,Unprovoked,NEW CALEDONIA,M,N
973,2008.10.12,Provoked,AUSTRALIA,M,N
974,2008.10.11,Unprovoked,AUSTRALIA,M,N
975,2008.10.08,Unprovoked,USA,M,N
976,2008.10.06,Unprovoked,CROATIA,M,N
977,2008.09.28.b,Unprovoked,USA,M,N
978,2008.09.28.a,Unprovoked,USA,M,N
979,2008.09.15,Provoked,AUSTRALIA,M,N
980,2008.09.14,Unprovoked,USA,M,N
981,2008.09.09,Unprovoked,USA,M,N
982,2008.09.08,Unprovoked,USA,M,N
983,2008.09.07,Unprovoked,AUSTRALIA,M,N
984,2008.09.06.b,Unprovoked,USA,M,N
985,2008.09.06.a,Unprovoked,USA,M,N
986,2008.09.01,Unprovoked,USA,M,N
987,2008.09.00,Unprovoked,USA,M,N
988,2008.08.30.c,Unprovoked,AUSTRALIA,M,N
989,2008.08.30.b,Invalid,USA,M,Y
990,2008.08.30.a,Provoked,ENGLAND,M,N
991,2008.08.28,Unprovoked,USA,M,N
992,2008.08.27,Unprovoked,USA,M,N
993,2008.08.24,Unprovoked,USA,M,N
994,2008.08.22,Invalid,USA,F,N
995,2008.08.20,Unprovoked,USA,M,N
996,2008.08.18,Invalid,USA,M,N
997,2008.08.16,Unprovoked,USA,F,N
998,2008.08.12,Unprovoked,USA,F,N
999,2008.08.11,Unprovoked,USA,M,N
1000,2008.07.30.R,Unprovoked,AUSTRALIA,M,N
1001,2008.07.30,Unprovoked,SOUTH AFRICA,M,N
1002,2008.07.27,Unprovoked,PANAMA,M,N
1003,2008.07.26.b,Unprovoked,MEXICO,M,N
1004,2008.07.26.a,Unprovoked,USA,M,N
1005,2008.07.25.b,Unprovoked,USA,M,N
1006,2008.07.25.a,Unprovoked,USA,F,N
1007,2008.07.24.b,Unprovoked,USA,M,N
1008,2008.07.24.a,Unprovoked,USA,F,N
1009,2008.07.23,Provoked,USA,M,N
1010,2008.07.19,Unprovoked,USA,M,N
1011,2008.07.18,Unprovoked,EGYPT,M,N
1012,2008.07.13,Invalid,USA,M,N
1013,2008.07.11,Unprovoked,USA,M,N
1014,2008.07.09,Unprovoked,USA,F,N
1015,2008.07.05,Unprovoked,USA,F,N
1016,2008.07.00,Boat,UNITED KINGDOM,M,N
1017,2008.06.28.c,Invalid,USA,M,Y
1018,2008.06.28.b,Unprovoked,BAHAMAS,M,N
1019,2008.06.28.a,Unprovoked,SOUTH AFRICA,M,N
1020,2008.06.26.R,Unprovoked,SOUTH AFRICA,M,N
1021,2008.06.26.b,Unprovoked,USA,M,N
1022,2008.06.26.a,Unprovoked,USA,M,N
1023,2008.06.24,Unprovoked,BRAZIL,M,N
1024,2008.06.21,Unprovoked,USA,F,N
1025,2008.06.20,Unprovoked,USA,F,N
1026,2008.06.11,Unprovoked,BRAZIL,M,N
1027,2008.06.07,Unprovoked,USA,M,N
1028,2008.06.02.R,Boat,SCOTLAND,Unknown,N
1029,2008.06.01.b,Unprovoked,USA,F,N
1030,2008.06.01.a,Unprovoked,BRAZIL,M,N
1031,2008.05.26,Unprovoked,USA,M,N
1032,2008.05.24.b,Sea Disaster,BAHAMAS,M,N
1033,2008.05.24.a,Unprovoked,MEXICO,M,N
1034,2008.05.23,Unprovoked,MEXICO,M,Y
1035,2008.05.14,Unprovoked,FIJI,M,Y
1036,2008.05.10,Unprovoked,AUSTRALIA,M,N
1037,2008.05.07.b,Unprovoked,NEW CALEDONIA,M,N
1038,2008.05.07.a,Unprovoked,USA,M,N
1039,2008.05.01,Provoked,SOUTH AFRICA,M,N
1040,2008.04.28.b,Unprovoked,MEXICO,M,Y
1041,2008.04.28.a,Unprovoked,USA,M,N
1042,2008.04.27,Unprovoked,USA,M,N
1043,2008.04.26.b,Unprovoked,NEW CALEDONIA,M,N
1044,2008.04.26.a,Provoked,USA,M,N
1045,2008.04.25,Unprovoked,USA,M,Y
1046,2008.04.20.b,Unprovoked,USA,M,N
1047,2008.04.20.a,Unprovoked,AUSTRALIA,M,Unknown
1048,2008.04.19.R,Invalid,SOUTH AFRICA,M,N
